5.60E+01,3.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,2.61E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
3.70E+01,7.00E+00,1.00E+00,3.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,2.26E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
4.00E+01,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,1.51E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.60E+01,7.00E+00,1.00E+00,3.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,3.07E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.90E+01,0.00E+00,1.00E+00,5.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,1.39E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
2.40E+01,9.00E+00,2.00E+00,5.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,3.80E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
2.50E+01,7.00E+00,2.00E+00,3.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,5.00E+01,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
2.50E+01,7.00E+00,2.00E+00,3.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,2.22E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
2.90E+01,1.00E+00,2.00E+00,3.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,1.37E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.70E+01,3.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,2.93E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
3.50E+01,1.00E+00,1.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,1.46E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
3.50E+01,1.00E+00,1.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,3.12E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.00E+01,1.00E+00,1.00E+00,2.00E+00,0.00E+00,1.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,3.53E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
3.00E+01,1.00E+01,1.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,3.80E+01,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.50E+01,5.00E+00,2.00E+00,3.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,3.42E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
4.10E+01,9.00E+00,2.00E+00,3.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,1.81E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
3.70E+01,0.00E+00,1.00E+00,3.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,1.72E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
3.50E+01,9.00E+00,1.00E+00,6.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,9.90E+01,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.40E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,2.08E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
3.40E+01,7.00E+00,1.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,3.65E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.20E+01,9.00E+00,1.00E+00,2.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,1.67E+03,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
4.10E+01,0.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,5.77E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.60E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,1.37E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
3.20E+01,2.00E+00,1.00E+00,3.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,3.14E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
3.80E+01,0.00E+00,2.00E+00,5.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,6.00E+00,1.00E+00,1.60E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.70E+01,0.00E+00,1.00E+00,6.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,2.12E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
5.70E+01,0.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,6.16E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
4.00E+01,1.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,1.78E+02,1.00E+00,9.99E+02,0.00E+00,1.00E+00,1.10E+00,9.40E+01,-3.64E+01,4.86E+00,5.19E+03,0.00E+00
